Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
123224967,"The Concept of Anxiety: A Simple Psychologically Orienting Deliberation on the Dogmatic Issue of Hereditary Sin (Kierkegaard's Writings, VIII) (v. 8)",5,"Kierkegaard, Soren",Author,"Thomte, Reidar|Anderson, Albert B.",Editor|Collaborator,"Princeton University Press (1981), Edition: First Edition (US) First Printing, 273 pages",1981,,,,,"The Concept of Anxiety: A Simple Psychologically Orienting Deliberation on the Dogmatic Issue of Hereditary Sin (Kierkegaard's Writings, VIII) (v. 8) by Soren Kierkegaard (1981)",Paperback,273 p.; 8.5 inches,0.75 pounds,8.5 inches,0.82 inches,5.42 inches,8.5 x 5.42 x 0.82 inches,273 ,,,,,,,"philosophy, existentialism, religious existentialism",Your library,English,English,BT720 .K52,[0691020116],"[0691020116, 9780691020112]",0,233.14,Christianity > Man; The Fall; Sin > Religion  > The fall,,1,amazon.com books,2015-11-10,,,6192754,,,,
123224980,"Either/Or, Part I (Kierkegaard's Writings, 3)",1,"Kierkegaard, Søren",Author,"Hong, Howard V.|Hong, Edna H.",Translator|Translator,"Princeton University Press (1987), Edition: n Later printing, 728 pages",1987,,,,,"Either/Or, Part I (Kierkegaard's Writings, 3) by Søren Kierkegaard (1987)",Paperback,728 p.; 8.5 inches,1.81 pounds,8.5 inches,1.74 inches,5.52 inches,8.5 x 5.52 x 1.74 inches,728 ,,,,,,,"philosophy, existentialism, religious existentialism, dialectic",Your library,English,English,PT8142 .E57 E5,[0691020418],"[0691020418, 9780691020419]",,198.9,Denmark; Finland > Modern western philosophy > Philosophy and Psychology > Scandinavian,,1,amazon.com books,2015-11-10,,,9577491,,,,
123251069,Four Existentialist Theologians,1,"Herberg, Will",Author,,,"Doubleday Anchor (1958), Edition: No Edition Stated",1958,,,,,Four Existentialist Theologians by Will Herberg (1958),Paperback,7 inches,7.6 pounds,7 inches,1.4 inches,5.1 inches,7 x 5.1 x 1.4 inches,,,,,,,,,Your library,,,BL51 .H469,,,Existentialism|Religion > Philosophy,201,"Religion > Religion  > Religious mythology, general classes of religion, interreligious relations and attitudes, social theology",,1,amazon.com books,2015-11-11,,,169526,,,,
123251292,Existentialism Is a Humanism,1,"Sartre, Jean-Paul",Author,"Cohen-Solal, Annie|Macomber, Carol|ElKaïm-Sartre, Arlette",Introduction|Translator|Preface,"Yale University Press (2007), Edition: Trade Paperback Edition, 128 pages",2007,,4,,,Existentialism Is a Humanism by Jean-Paul Sartre (2007),Paperback,128 p.; 5 x 0.25 inches,0.33 pounds,0.25 inches,7.5 inches,5 inches,0.25 x 5 x 7.5 inches,128 ,,,,,,,"philosophy, existentialism, sartre",Your library,English,English,B819 .S32,[0300115466],"[0300115466, 9780300115468]",Existentialism|existentialism,142.78,Critical Philosophy  > Existentialism > Existentialism And Phenomenolgy > Philosophical Systems > Philosophy and Psychology,,1,amazon.com books,2015-11-11,,,4794647,,,,
123251332,Existentialism from Dostoyevsky to Sartre,1,"Kaufmann, Walter",Editor,,,"Plume (1975), Edition: Copyright 1975",1975,,,,,Existentialism from Dostoyevsky to Sartre by Walter Kaufmann (1975),Paperback,7 inches,,7 inches,5 inches,1 inch,7 x 1 x 5 inches,,,,,,,,"philosophy, existentialism, sartre",Your library,English,English,B819 .K3,[0452005469],"[0452005469, 9780452005464]",Existentialism|Existentialism in literature|existentialism,142.78,Critical Philosophy  > Existentialism > Existentialism And Phenomenolgy > Philosophical Systems > Philosophy and Psychology,,1,amazon.com books,2015-11-11,,,561,,,,
123251357,The Stranger,5,"Camus, Albert",Author,"Ward, Matthew",Translator,"Vintage (1989), 123 pages",1989,,,,,The Stranger by Albert Camus (1989),Paperback,144 p.; 5.2 inches,0.35 pounds,5.2 inches,8.02 inches,0.39 inches,5.2 x 0.39 x 8.02 inches,144 ,,,,,,,,Your library,English,English,PQ2605 .A3734,[0679720200],"[0679720200, 9780679720201]","Adventure stories|Algeria > Fiction|Camus, Albert, 1913-1960. Etranger|French > Algeria > Fiction|French fiction|Murder > Fiction|Murder > fiction|adventure stories",843.914,1900- > 1945-1999 > 20th Century > Fiction > French > Literature,,1,amazon.com books,2015-11-11,,,2150,,,,
123251365,The Myth of Sisyphus and Other Essays,5,"Camus, Albert",Author,"O'Brien, Justin",Translator,"Vintage (1991), 212 pages",1991,,,,,The Myth of Sisyphus and Other Essays by Albert Camus (1991),Paperback,212 p.; 5.4 inches,0.54 pounds,5.4 inches,8.2 inches,0.9 inches,5.4 x 0.9 x 8.2 inches,212 ,,,,,,,"philosophy, existentialism, absurdism",Your library,English,English,PQ2605 .A3734,[0679733736],"[0679733736, 9780679733737]",French essays|Zelfmoord|Zin (filosofie),844.914,Essays > French > Literature,,1,amazon.com books,2015-11-11,,,5881536,,,,
123251369,The Rebel: An Essay on Man in Revolt,5,"Camus, Albert",Author,,,"Vintage (1992), Edition: Reissue, 320 pages",1992,,,,,The Rebel: An Essay on Man in Revolt by Albert Camus (1992),Paperback,320 p.; 5.16 inches,0.53 pounds,5.16 inches,8.02 inches,0.66 inches,5.16 x 0.66 x 8.02 inches,320 ,,,,,,,"philosophy, existentialism, absurdism",Your library,English,English,HM281 .C3513,[0679733841],"[0679733841, 9780679733843]",Good and evil|Revolutions,303.64,"Civil war and revolution > Conflict and conflict resolution > Social Processes > Social Sciences  > Social Sciences, Sociology, Anthropology",,1,amazon.com books,2015-11-11,,,3868250,,,,
123251385,Existence and Freedom Towards an Ontology of Human Finitude,1,"Schrag, Calvin",Author,,,"Northwestern University Press (1961), Edition: 1, 250 pages",1961,,,,,Existence and Freedom Towards an Ontology of Human Finitude by Calvin Schrag (1961),Paperback,250 p.; 6.25 x 0.75 inches,,0.75 inches,9.25 inches,6.25 inches,0.75 x 6.25 x 9.25 inches,250 ,,,,,,,"philosophy, existentialism, absurdism",Your library,English,English,B819 .S37,[0810102242],"[0810102242, 9780810102248]",Existentialism|existentialism,111.1,"Existence, essence, substance, accidents > Metaphysics > Ontology > Philosophy and Psychology",,1,amazon.com books,2015-11-11,,,1681116,,,,
123251408,What Is Ancient Philosophy?,1,"Hadot, Pierre",Author,,,"Belknap Press (2004), 384 pages",2004,,,,,What Is Ancient Philosophy? by Pierre Hadot (2004),Paperback,384 p.; 8.01 inches,1.01 pounds,8.01 inches,1.09 inches,5.3 inches,8.01 x 5.3 x 1.09 inches,384 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy",Your library,English,French,B172 .H33513,[0674013735],"[0674013735, 9780674013735]","Philosophy, Ancient|Philosophy, ancient",180,"Ancient Philosophers > Ancient, medieval and eastern philosophy > Philosophy and Psychology",,1,amazon.com books,2015-11-11,,,58257,,,,
123251470,The Republic of Plato: Second Edition,5,Plato,Author,"Bloom, Allan",Translator,"Basic Books (1991), Edition: 2 Sub, 512 pages",1991,,,,,The Republic of Plato: Second Edition by Plato (1991),Paperback,512 p.; 6.25 x 1.5 inches,1.35 pounds,1.5 inches,9.25 inches,6.25 inches,1.5 x 6.25 x 9.25 inches,512 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy, plato",Your library,English,English,JC71 .P35,[0465069347],"[0465069347, 9780465069347]","Justice|Justice > Early works to 1800|Plato. Republic Book 1|Political Science|Political science|Political science > Early works to 1800|State, The|State, the|Utopias|Utopias > Early works to 1800|political science > early works to 1800",321.07,Ideal state; Utopias > Political Science  > Political Systems > Social Sciences ,,1,amazon.com books,2015-11-11,,,1993,,,,
123251479,"Plato: Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo (Hackett Classics)",1,Plato,Author,"Cooper, John M.|Grube, G. M. A.",Editor|Translator,"Hackett Publishing Company, Inc. (2002), Edition: Second Edition,2, 168 pages",2002,,,,,"Plato: Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo (Hackett Classics) by Plato (2002)",Paperback,168 p.; 5.75 x 0.25 inches,0.35 pounds,0.25 inches,8.5 inches,5.75 inches,0.25 x 5.75 x 8.5 inches,168 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy, plato",Your library,English,English,B358 .G78,[0872206335],"[0872206335, 9780872206335]",,184,"Ancient, medieval and eastern philosophy > Philosophy and Psychology > Platonic",,1,amazon.com books,2015-11-11,,,10563705,,,,
123251487,Nicomachean Ethics,1,Aristotle,Author,"Irwin, Terence",Translator,"Hackett Publishing Company, Inc. (1999), Edition: 2nd, 392 pages",1999,,4.5,,,Nicomachean Ethics by Aristotle (1999),Paperback,392 p.; 8.9 inches,3.63 pounds,8.9 inches,1 inch,5.9 inches,8.9 x 5.9 x 1 inches,392 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy, artistotle",Your library,English,Greek,B430 .A5,[0872204642],"[0872204642, 9780872204645]","Aristotle > Translations into English|Ethics|Ethics, Ancient|Ethics, Ancient > Early works to 1800|Filosofia Antiga|Political science > Early works to 1800|ethics",171.3,Ethics > Perfection > Philosophy and Psychology > Theories of Ethics ,,1,amazon.com books,2015-11-11,,,3532,,,,
123251585,Metaphysics (Ann Arbor Paperbacks),1,Aristotle,Author,"Hope, Richard",Translator,"University of Michigan Press (1952), 416 pages",1952,,,,,Metaphysics (Ann Arbor Paperbacks) by Aristotle (1952),Paperback,416 p.; 5.38 inches,,5.38 inches,8 inches,0.9 inches,5.38 x 0.9 x 8 inches,416 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy",Your library,English,English,B434 .A5,[0472060422],"[0472060422, 9780472060429]","Aristotle. Metaphysics|Metaphysics|Metaphysics > Early works to 1800|Philosophy, Ancient",110,Metaphysics > Metaphysics > Philosophy and Psychology,,1,amazon.com books,2015-11-11,,,170115,,,,
123251590,Aristotle's Poetics,1,Aristotle,Author,"Hutton, James|Kirkwod, Gordon M.",Translator|Preface,"W. W. Norton & Company (1982), Edition: 1st, 115 pages",1982,,,,,Aristotle's Poetics by Aristotle (1982),Paperback,115 p.; 5.4 inches,0.39 pounds,5.4 inches,8.2 inches,0.4 inches,5.4 x 0.4 x 8.2 inches,115 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy, aesthetics, memems",Your library,English,English,PN1040 .A513,[0393952169],"[0393952169, 9780393952162]","1778|Aesthetics|Aesthetics > Early works to 1800|Aesthetics, Ancient|Aristotle|Aristotle. Poetics|Art|Comedy|Greek literature > History and criticism > Theory, etc|Greek literature > Theory, etc|Greek literature > Translations into English|Literary form > Early works to 1800|Madrid (Spain) > Imprints (Antonio de Sancha)|Music > Philosophy and aesthetics|Poetry > Early works to 1800|Rhetoric > Early works to 1800|Rhetoric, Ancient|Style, Literary > Early works to 1800|Sublime, The|Sublime, The > Early works to 1800|aesthetics|art",808.2,Anthologies and rhetoric > By Topic > Literature > Playwriting And Screenwriting,,1,amazon.com books,2015-11-11,,,16971,,,,
123251600,Aristotle: On the Soul. Parva Naturalia. On Breath. (Loeb Classical Library No. 288),1,Aristotle,Author,"Hett, W. S.",Translator,"Harvard University Press (1957), Edition: Revised, 544 pages",1957,,4,,,Aristotle: On the Soul. Parva Naturalia. On Breath. (Loeb Classical Library No. 288) by Aristotle (1957),Hardcover,544 p.; 6.4 inches,0.73 pounds,6.4 inches,1.2 inches,4.6 inches,6.4 x 4.6 x 1.2 inches,544 ,,,,,,,"philosophy, ancient philosophy, hellenistic philosophy, nature of man, metaethics",Your library,English,Greek (Ancient),B402 .L6,[0674993187],"[0674993187, 9780674993181]",Psychology > Early works to 1850,888.01,"Authors, Greek and Authors, Classical and Greek and classical miscellany > Greco e altre lingue classiche > Greek miscellany > Literature",,1,amazon.com books,2015-11-11,,,246517,,,,
123301838,Phenomenology of Spirit,1,"Hegel, G. W. F.",Author,"Findlay, J. N.|Miller, A. V.",Foreword|Translator,"Oxford University Press (1976), Edition: 1, 595 pages",1977,,,,,Phenomenology of Spirit by G. W. F. Hegel (1977),Paperback,595 p.; 8 inches,1.09 pounds,8 inches,5.31 inches,1.25 inches,8 x 1.25 x 5.31 inches,595 ,,,,,,,"philosophy, historicity, history, dialectic, hegel",Your library,English,English,B2928 .E5,[0198245971],"[0198245971, 9780198245971]","Conscience|Consciousness|Hyppolite, Jean, d. 1968|Spirit|Truth",193,German > Modern western philosophy > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,9451,,,,
123302115,Homo Quaerens: The Seeker and the Sought: Method Become Ontology,1,Leonard Charles Feldstein,Author,,,New York Fordham University Press,1978,,,,,Homo Quaerens: The Seeker and the Sought: Method Become Ontology by Leonard Charles Feldstein (1978),Hardcover,154 p.; 9.25 inches,,9.25 inches,0.5 inches,6.4 inches,9.25 x 6.4 x 0.5 inches,154 ,,,,,,,"Ontology, method, epistemology, phenomenology, kant, hegel, three",Your library,English,English,BD331 .F427,[0823210197],"[0823210197, 9780823210190]",,128,Philosophy Of Humanity > Philosophy and Psychology > The Human Condition,,1,manual entry,2015-11-13,,,13622823,,,,
123302140,Prolegomena: to Any Future Metaphysics,1,"Kant, Immanuel",Author,"Beck, Lewis White",Introduction,"Little Library of Liberal Arts (1950), Edition: First Edition, 136 pages",1950,,,,,Prolegomena: to Any Future Metaphysics by Immanuel Kant (1950),Paperback,136 p.; 7.9 inches,0.45 pounds,7.9 inches,0.4 inches,5.3 inches,7.9 x 5.3 x 0.4 inches,136 ,,,,,,,,Your library,English,German,B2787 .E5,,,"Knowledge, Theory of|Knowledge, theory of|Metaphysics|Science > Philosophy|metaphysics",110,Metaphysics > Metaphysics > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,9482,,,,
123302160,Kant: Groundwork of the Metaphysics of Morals (Cambridge Texts in the History of Philosophy),1,"Gregor, Mary",Translator,"Korsgaard, Christine M.|Timmermann, Jens",Introduction|Translator,"Cambridge University Press (2012), Edition: 2, 130 pages",2012,,4.5,,,Kant: Groundwork of the Metaphysics of Morals (Cambridge Texts in the History of Philosophy) by Mary Gregor (2012),Paperback,130 p.; 5.98 inches,0.51 pounds,5.98 inches,8.98 inches,0.28 inches,5.98 x 0.28 x 8.98 inches,130 ,,,,,,,"philosophy, metaphysics, modernism, kant",Your library,English,English,B2766 .E6,[1107401062],"[1107401062, 9781107401068]",,170,Ethics > Ethics -- Subdivisions > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,12718644,,,,
123302176,Critique of Pure Reason: Unified Edition (with all variants from the 1781 and 1787 editions) (Hackett Classics),1,"Kant, Immanuel",Author,"Ellington, James W.|Pluhar, Werner S.|Kitcher, Patricia",Editor|Translator|Introduction,"Hackett Publishing Company, Inc. (1996), Edition: First Edition, 1096 pages",1996,,,,,Critique of Pure Reason: Unified Edition (with all variants from the 1781 and 1787 editions) (Hackett Classics) by Immanuel Kant (1996),Paperback,1096 p.; 9.06 inches,2.84 pounds,9.06 inches,1.74 inches,6.06 inches,9.06 x 6.06 x 1.74 inches,1096 ,,,,,,,"philosophy, metaphysics, modernism, kant, metaethics, ethics, morality",Your library,English,German,B2778 .E5,[0872202577],"[0872202577, 9780872202573]","Causation|Kant, Immanuel, 1724-1804|Knowledge, Theory of|Knowledge, theory of|Philosophy|Philosophy > Collected works|Philosophy > History|Philosophy > history|Reason|philosophy",121,Epistemology > Philosophy Of Humanity > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,9051,,,,
123302183,Critique of Practical Reason (Hackett Classics),1,"Kant, Immanuel",Author,"Pluhar, Werner S.|Engstrom, Stephen",Translator|Introduction,"Hackett Publishing Company, Inc. (2002), 352 pages",2002,,,,,Critique of Practical Reason (Hackett Classics) by Immanuel Kant (2002),Paperback,352 p.; 6 x 0.75 inches,1 pound,0.75 inches,9.25 inches,6 inches,0.75 x 6 x 9.25 inches,352 ,,,,,,,"philosophy, metaphysics, modernism, kant, epistemology, critique",Your library,English,German,B2773 .E5,[0872206173],"[0872206173, 9780872206175]",Ethics|Practical reason|ethics,170,Ethics > Ethics -- Subdivisions > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,57724,,,,
123302403,Critique of Judgment (Hackett Classics),1,"Kant, Immanuel",Author,"Gregor, Mary J.|Pluhar, Werner S.",Foreword|Translator,"Hackett Publishing (1987), Edition: 1st, 686 pages",1987,,5,,,Critique of Judgment (Hackett Classics) by Immanuel Kant (1987),Paperback,686 p.; 6.25 x 1.25 inches,1.6 pounds,1.25 inches,9.25 inches,6.25 inches,1.25 x 6.25 x 9.25 inches,686 ,,,,,,,"philosophy, metaphysics, modernism, kant, epistemology, critique, ethics, pragmatism",Your library,English,German,B2783 .E5,[0872200256],"[0872200256, 9780872200258]",Aesthetics > Early works to 1800|Intellect|Judgment (Aesthetics)|Judgment (Aesthetics) > Early works to 1800|Judgment (Logic)|Judgment (Logic) > Early works to 1800|Teleology|Teleology > Early works to 1800,121,Epistemology > Philosophy Of Humanity > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,9050,,,,
123302468,Aesthetic Judgment and the Moral Image of the World: Studies in Kant (Studies in Kant and German Idealism),1,"Henrich, Dieter",Author,,,"Stanford University Press (1994), Edition: 1, 112 pages",1994,,,,,Aesthetic Judgment and the Moral Image of the World: Studies in Kant (Studies in Kant and German Idealism) by Dieter Henrich (1994),Paperback,112 p.; 5.5 inches,0.3 pounds,5.5 inches,8.5 inches,0.29 inches,5.5 x 0.29 x 8.5 inches,112 ,,,,,,,"philosophy, metaphysics, modernism, kant, epistemology, critique, aesthetics",Your library,English,English,B2784 .H46,[0804723672],"[0804723672, 9780804723671]","Aesthetics|Ethics|France > History > Revolution, 1789-1799|Human Rights|Human rights|Judgment (Aesthetics)|Kant, Immanuel, 1724-1804. Kritik der Urteilskraft|Philosophy, German|ethics",943,Biography and History > Europe > Germany And Central Europe,,1,amazon.com books,2015-11-13,,,8938,,,,
123302485,An Inquiry Concerning the Principles of Morals,4,"Hume, David",Author,,,"Cosimo Classics (2006), 176 pages",2006,,,,,An Inquiry Concerning the Principles of Morals by David Hume (2006),Paperback,176 p.; 5 inches,0.43 pounds,5 inches,7.99 inches,0.41 inches,5 x 0.41 x 7.99 inches,176 ,,,,,,,"philosophy, modernism, aesthetics, politics, ethics, ideal society, moral image",Your library,English,English,B1465,[159605493X],"[159605493X, 9781596054936]",Conduct of life|Ethics|conduct of life|ethics,171.2,Ethics > Intuition - Moral sentiment > Philosophy and Psychology > Theories of Ethics ,,1,amazon.com books,2015-11-13,,,1329238,,,,
123302530,An Enquiry Concerning Human Understanding: with Hume's Abstract of A Treatise of Human Nature and A Letter from a Gentleman to His Friend in Edinburgh (Hackett Classics),4,"Hume, David",Author,"Steinberg, Eric",Editor,"Hackett Publishing Company, Inc. (1993), Edition: Second Edition,2, 151 pages",1993,,,,,An Enquiry Concerning Human Understanding: with Hume's Abstract of A Treatise of Human Nature and A Letter from a Gentleman to His Friend in Edinburgh (Hackett Classics) by David Hume (1993),Paperback,151 p.; 8.3 inches,0.69 pounds,8.3 inches,0.4 inches,5.4 inches,8.3 x 5.4 x 0.4 inches,151 ,,,,,,,"philosophy, modernism, ethics, morality",Your library,English,English,B1480,[0872202291],"[0872202291, 9780872202290]","Knowledge, Theory of|Knowledge, Theory of > Early works to 1800|Knowledge, theory of",121,Epistemology > Philosophy Of Humanity > Philosophy and Psychology,,1,amazon.com books,2015-11-13,,,3573752,,,,
123302566,"Ariel: The Restored Edition: A Facsimile of Plath's Manuscript, Reinstating Her Original Selection and Arrangement (Modern Classics)",1,"Plath, Sylvia",Author,,,"Harper Perennial Modern Classics (2005), Edition: Reprint, 256 pages",2005,,,,,"Ariel: The Restored Edition: A Facsimile of Plath's Manuscript, Reinstating Her Original Selection and Arrangement (Modern Classics) by Sylvia Plath (2005)",Paperback,256 p.; 6 inches,0.61 pounds,6 inches,9 inches,0.64 inches,6 x 0.64 x 9 inches,256 ,,,,,,,"philosophy, modernism, ethics, skepticism, sensationalism, empiricism, reason",Your library,English,English,PS3566 .L27,[0060732601],"[0060732601, 9780060732608]",,811.54,1950-1999 > 20th Century > American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,7223026,,,,
123302690,At My Ease: Uncollected Poems of the Fifties and Sixties (American Poets Continuum),1,"Ignatow, David",Author,,,"BOA Editions Ltd. (1997), Edition: 1st, 175 pages",1997,,,,,At My Ease: Uncollected Poems of the Fifties and Sixties (American Poets Continuum) by David Ignatow (1997),Paperback,175 p.; 6 inches,0.46 pounds,6 inches,9 inches,0.4 inches,6 x 0.4 x 9 inches,175 ,,,,,,,"poetry, death, depression, suicide",Your library,English,English,,[1880238551],"[1880238551, 9781880238554]",,811,American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,3156099,,,,
123302766,The Broadview Anthology of Poetry,5,"Goldrick-Jones, Amanda",Editor,"Rosengarten, Herbert",Editor,"Broadview Press (1994), 964 pages",1994,,,,,The Broadview Anthology of Poetry by Amanda Goldrick-Jones (1994),Paperback,964 p.; 6 inches,1.85 pounds,6 inches,9 inches,1.13 inches,6 x 1.13 x 9 inches,964 ,,,,,,,"poetry, depression, fragmented",Your library,English,English,PN6101,[1551110067],"[1551110067, 9781551110066]",,808,Anthologies and rhetoric > By Topic > Literature,,1,amazon.com books,2015-11-13,,,422102,,,,
123302903,The Collected Poems of Wallace Stevens,5,"Stevens, Wallace",Author,,,"Vintage (1990), Edition: Reissue, 560 pages",1990,,,,,The Collected Poems of Wallace Stevens by Wallace Stevens (1990),Paperback,560 p.; 5.18 inches,0.99 pounds,5.18 inches,8 inches,0.93 inches,5.18 x 0.93 x 8 inches,560 ,,,,,,,poetry,Your library,English,English,PS3537 .T4753,[0679726691],"[0679726691, 9780679726692]",,811.52,1900-1949 > 20th Century > American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,38027,,,,
123302914,The Difference Between Night and Day (Yale Series of Younger Poets),5,"Ramke, Bin",Author,,,"Yale Univ Pr (1978), Edition: F First Edition, 96 pages",1978,,,,,The Difference Between Night and Day (Yale Series of Younger Poets) by Bin Ramke (1978),Paperback,96 p.; 7.8 inches,0.3 pounds,7.8 inches,0.4 inches,4.9 inches,7.8 x 4.9 x 0.4 inches,96 ,,,,,,,"poetry, stevens, poetic epistemology",Your library,English,English,PS3568 .A446,[0300022328],"[0300022328, 9780300022322]",,811.54,1950-1999 > 20th Century > American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,130607,,,,
123302928,The Poet in the World,5,"Levertov, Denise",Author,,,"New Directions Publishing Corporation (1973), Edition: 1st, 275 pages",1973,,,,,The Poet in the World by Denise Levertov (1973),Hardcover,275 p.; 1 inches,,1 inch,1 inch,1 inch,1 x 1 x 1 inches,275 ,,,,,,,"poetry, living, life",Your library,English,English,PR6023 .E88 .E8876,[0811204928],"[0811204928, 9780811204927]",,811.54,1950-1999 > 20th Century > American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,5891014,,,,
123302936,Waiting for My Life: Poems,1,"Pastan, Linda",Author,,,"W. W. Norton & Company (1981), Edition: First Edition, 84 pages",1981,,,,,Waiting for My Life: Poems by Linda Pastan (1981),Paperback,84 p.; 5 inches,0.26 pounds,5 inches,8 inches,1 inch,5 x 1 x 8 inches,84 ,,,,,,,"poetry, living, life",Your library,English,English,PS3566 .A775,[0393000494],"[0393000494, 9780393000498]",,811,American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,470797,,,,
123302951,Chasers of the Light: Poems from the Typewriter Series,1,"Gregson, Tyler Knott",Author,,,"Perigee Books (2014), 144 pages",2014,,5,,,Chasers of the Light: Poems from the Typewriter Series by Tyler Knott Gregson (2014),Hardcover,144 p.; 5.81 inches,0.79 pounds,5.81 inches,7.81 inches,0.56 inches,5.81 x 0.56 x 7.81 inches,144 ,,,,,,,"poetry, living, life",Your library,English,English,PS3607 .R4965,[0399169733],"[0399169733, 9780399169731]",,811.6,21st Century > American And Canadian > Literature > Poetry,,1,amazon.com books,2015-11-13,,,15254572,,,,
123302965,Paris Spleen,1,"Baudelaire, Charles",Author,,,"Digireads.com Publishing (2015), 84 pages",2015,,,,,Paris Spleen by Charles Baudelaire (2015),Ebook,,,,,,,84 ,,,,,,,"poetry, living, life, light, beauty",Your library,English,French,PQ2191 .P4,,,"Paris (France) > Poetry|Prose poems, French|Prose poems, French > Translations into English",848.808,"Authors, French and French miscellany > French > Later 19th century, 1848-1900 > Literature",,1,amazon.com books,2015-11-13,,,49861,,,,
123302975,Hermann Hesse Poems,1,,,,,NOONDAY PRESS (1971),1971,,5,,,Hermann Hesse Poems (1971),Paper Book,,,,,,,,,,,,,,"poetry, classics",Your library,English,,,,,,,,,1,amazon.com books,2015-11-13,,,3313504,,,,
123303022,Seven Types of Ambiguity,1,"Empson, William",Author,,,"New Directions (1966), 256 pages",1966,,,,,Seven Types of Ambiguity by William Empson (1966),Paperback,256 p.; 0.52 inches,0.64 pounds,0.52 inches,0.8 inches,0.08 inches,0.52 x 0.08 x 0.8 inches,256 ,,,,,,,poetry,Your library,English,English,PN1031 .E5,[081120037X],"[081120037X, 9780811200370]",English poetry > History and criticism|Poetry,809,By Topic > History and criticism of three or more works > Literature,,1,amazon.com books,2015-11-13,,,16991,,,,
123303050,Seven Types of Ambiguity,1,"Perlman, Elliot",Author,,,"Riverhead Books (2005), 640 pages",2005,,5,,,Seven Types of Ambiguity by Elliot Perlman (2005),Paperback,640 p.; 5.95 inches,1.46 pounds,5.95 inches,9.07 inches,1.33 inches,5.95 x 1.33 x 9.07 inches,640 ,,,,,,,"poetry, philosophy of language, literary criticism, literary theory, new criticism, interpretation",Your library,English,English,PR9619.3 .P3619 S48,[1594481431],"[1594481431, 9781594481437]",Businessmen > Fiction|Domestic Fiction|Domestic fiction|Kidnapping > Fiction|Man-woman relationships > Fiction|Man-woman relationships > fiction|Married people > Fiction|Melbourne (Vic.) > Fiction|Psychiatrists > Fiction|Psychological fiction|Triangles (Interpersonal relations) > Fiction,813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-13,,,23988,,,,
123306032,Mere Christianity,1,"Lewis, C. S.",Author,"Norris, Kathleen",Foreword,"HarperOne (2015), Edition: Revised & Enlarged, 227 pages",2015,,,,,Mere Christianity by C. S. Lewis (2015),Paperback,240 p.; 5.28 inches,0.44 pounds,5.28 inches,7.99 inches,0.59 inches,5.28 x 0.59 x 7.99 inches,240 ,,,,,,,"Christianity, theology",Your library,English,English,BT77 .L348,[0060652926],"[0060652926, 9780060652920]","Apologetics|Apologetics > History > 20th century|Christian ethics > Anglican authors|Christianity|Large Type Books|Large type books|Theology, Doctrinal|Theology, Doctrinal > Popular works|theology, Doctrinal > Popular works",230,Christianity > Christianity > Religion ,,1,amazon.com books,2015-11-13,,,1595966,,,,
123306083,The World Treasury of Modern Religious Thought,5,"Pelikan, Jaroslav",Author,,,Little Brown (1999),1999,,,,,The World Treasury of Modern Religious Thought by Jaroslav Pelikan (1999),Hardcover,9.2 inches,1.9 pounds,9.2 inches,1.3 inches,6.1 inches,9.2 x 6.1 x 1.3 inches,,,,,,,,"Christianity, theology","Your library, To read",,English,BL25 .W69,,,Religion|religion,200.9,"History, geographic treatment, biography > Religion > Religion > Religion ",,1,amazon.com books,2015-11-13,,,142399,,,,
